Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq
CHEMBL366631,,,376.49,0.0,4.46,6b,CO[C@H]1O[C@@]2(C)OOC13[C@H](CCOCc1ccccc1)CCC[C@@H]3C[C@@H]2C,IC50,'=',11.0,nM,7.96,,,UO_0000065,0,CHEMBL760657,organism-based format,,CHEMBL1131600,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54,NF54,7.96,high_potency,7.96,chloroquine sensitive,CQS,elite,1,4725
CHEMBL2029594,,,932.25,3.0,4.6,8f,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNCc2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',25.0,nM,7.6,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,TM91-C235,7.6,high_potency,7.6,mefloquine resistant,MEFR,elite,1,580
CHEMBL2029744,,,775.04,3.0,3.07,9r,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNCc2ccc3ccccc3n2)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',164.0,nM,6.79,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,TM91-C235,6.79,active,6.79,mefloquine resistant,MEFR,active,1,580
CHEMBL2029762,,,802.06,3.0,3.25,12h,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)Cc2cccc3ccccc23)[C@H](C)[C@@H](O)[C@]1(C)O,IC50,'=',1368.0,nM,5.86,,,UO_0000065,0,CHEMBL2032995,organism-based format,,CHEMBL2029228,1,Scientific Literature,J Med Chem,,Antimalarial activity against mefloquine-resistant Plasmodium falciparum TM91C235 assessed as [3H]hypoxanthine incorporation after 48 hrs,TM91-C235,5.86,inactive,5.86,mefloquine resistant,MEFR,inactive,1,580
CHEMBL171967,,,246.28,0.0,2.33,6b alpha,CO[C@@H]1O[C@]2(CF)CC[C@H]3CCCCC31OO2,IC50,'=',320.0,nM,6.5,,,UO_0000065,0,CHEMBL856447,organism-based format,,CHEMBL1131341,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity in chloroquine-sensitive Plasmodium falciparum NF54,NF54,6.49,active,6.49,in chloroquine sensitive,CQS,active,1,4725
CHEMBL353332,,,246.28,0.0,2.33,6b beta,CO[C@H]1O[C@]2(CF)CC[C@H]3CCCCC31OO2,IC50,'=',160.0,nM,6.8,,,UO_0000065,0,CHEMBL856447,organism-based format,,CHEMBL1131341,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity in chloroquine-sensitive Plasmodium falciparum NF54,NF54,6.8,active,6.8,in chloroquine sensitive,CQS,active,1,4725
CHEMBL2012826,,,299.4,0.0,3.62,1h,CCCCNC(=O)c1ccc(-n2cnc3ccccc32)s1,IC50,'=',7300.0,nM,5.14,,,UO_0000065,0,CHEMBL2014781,organism-based format,,CHEMBL2010768,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum Dd2 infected in human renal proximal tubule cells after 72 hrs by SYBR green assay,Dd2,5.14,inactive,5.14,,,inactive,1,3864
CHEMBL188164,,,212.29,0.0,3.29,17,C1CCC2(CC1)OOC1(CCCCC1)O2,IC50,'=',470.0,nM,6.33,,,UO_0000065,0,CHEMBL1263965,organism-based format,,CHEMBL1255309,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1,K1,6.33,active,6.33,chloroquine resistant,CQR,active,1,5948
CHEMBL1807630,,,298.77,0.0,3.1,3a,N[C@@H]1C(=O)N(c2ccc(Cl)cc2)[C@@H]1/C=C/c1ccccc1,IC50,'=',38060.0,nM,4.42,,,UO_0000065,0,CHEMBL1810090,organism-based format,,CHEMBL1806406,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10,D10,4.42,inactive,4.42,chloroquine sensitive,CQS,inactive,1,1503
CHEMBL1807625,,,290.33,0.0,3.79,2a,[N-]=[N+]=N[C@@H]1C(=O)N(c2ccccc2)[C@@H]1/C=C/c1ccccc1,IC50,'=',10350.0,nM,4.99,,,UO_0000065,0,CHEMBL1810090,organism-based format,,CHEMBL1806406,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10,D10,4.99,inactive,4.99,chloroquine sensitive,CQS,inactive,1,1503
CHEMBL2368493,,,726.86,2.0,6.67,6,C[C@H]1[C@@H](Cc2cc(C(=O)O)c(C(=O)O)cc2C[C@H]2O[C@@H]3O[C@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',360.0,nM,6.44,,,UO_0000065,0,CHEMBL870105,organism-based format,,CHEMBL1147647,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54,NF54,6.44,active,6.44,chloroquine sensitive,CQS,active,1,4725
CHEMBL1821999,,,359.43,0.0,3.43,16,O=C1c2ccccc2C(=O)N1CCCC1NCCc2c1[nH]c1ccccc21,IC50,'=',14000.0,nM,4.85,,,UO_0000065,0,CHEMBL1826234,organism-based format,,CHEMBL1821712,1,Scientific Literature,J Nat Prod,,Antiparasitic activity against Plasmodium falciparum K1 amastigotes IEF stage forms incubated for 72 hrs by Alamar Blue staining based fluorometric assay,K1,4.85,inactive,4.85,,,inactive,1,5948
CHEMBL2368491,,,614.82,2.0,7.38,4,C=C(C[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3)C(=C)C[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,IC50,'=',2.9,nM,8.54,,,UO_0000065,0,CHEMBL870105,organism-based format,,CHEMBL1147647,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54,NF54,8.54,high_potency,8.54,chloroquine sensitive,CQS,elite,1,4725
CHEMBL2368490,,,836.96,3.0,9.51,9,C[C@H]1[C@@H](Cc2cc3c(cc2C[C@H]2O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]2C)[C@@]46OO5)COP(=O)(Oc2ccccc2)OC3)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',3.7,nM,8.43,,,UO_0000065,0,CHEMBL870105,organism-based format,,CHEMBL1147647,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54,NF54,8.43,high_potency,8.43,chloroquine sensitive,CQS,elite,1,4725
CHEMBL4778930,,,392.43,0.0,2.58,(+/-)-10,CN(C)c1ccc(CC(=O)N[C@H]2CNC[C@@H]2c2ccc(C(F)(F)F)nc2)cc1,IC50,'=',210.0,nM,6.68,,,UO_0000065,0,CHEMBL4667953,organism-based format,,CHEMBL4665665,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against CQ-sensitive Plasmodium falciparum 3D7 incubated for 72 hrs by SYBR Green-1 dye based fluorescence assay,3D7,6.68,active,6.68,cq sensitive,CQS,active,1,7375
CHEMBL2036060,,,397.43,0.0,4.12,5,O=C(Nc1ccc(F)c(F)c1)C1CCC(Cn2cnc3ccccc3c2=O)CC1,IC50,'=',2080.0,nM,5.68,,,UO_0000065,0,CHEMBL2039747,organism-based format,,CHEMBL2034827,1,Scientific Literature,J Med Chem,,Antimalarial activity against blood stage form of Plasmodium falciparum 3D7 infected in human erythrocytes after 48 hrs by SYBR Green-based fluorometry,3D7,5.68,inactive,5.68,,,inactive,1,7375
CHEMBL324010,,,292.34,0.0,1.48,16,NC(=O)C1C2c3ccccc3C(c3ccccc32)C1C(N)=O,IC50,'=',44000.0,nM,4.36,,,UO_0000065,0,CHEMBL759672,organism-based format,,CHEMBL1135512,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against multidrug-resistant Plasmodium falciparum W2 Indochina,W2,4.36,inactive,4.36,multidrug resistant,MDR,inactive,1,5923
CHEMBL2087243,,,331.37,0.0,1.33,6,COC1c2cc3c(cc2[C@@]24C=C[C@@H](OC)C[C@@H]2N1C[C@H]4O)OCO3,IC50,'=',75500.0,nM,4.12,,,UO_0000065,0,CHEMBL2089541,organism-based format,,CHEMBL2086324,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania assessed as inhibition of parasitemia after 3 days,F32,4.12,inactive,4.12,chloroquine sensitive,CQS,inactive,1,186
CHEMBL2087244,,,343.38,0.0,1.76,7,CO[C@@H]1C=C[C@@]23c4cc5c(cc4CN(C[C@H]2OC(C)=O)[C@H]3C1)OCO5,IC50,'=',75800.0,nM,4.12,,,UO_0000065,0,CHEMBL2089541,organism-based format,,CHEMBL2086324,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania assessed as inhibition of parasitemia after 3 days,F32,4.12,inactive,4.12,chloroquine sensitive,CQS,inactive,1,186
CHEMBL2087247,,,484.35,0.0,3.81,10,CO[C@@H]1C=C[C@@]23c4cc5c(cc4CN(C[C@H]2OC(=O)c2ccc(Br)cc2)[C@H]3C1)OCO5,IC50,'=',43300.0,nM,4.36,,,UO_0000065,0,CHEMBL2089541,organism-based format,,CHEMBL2086324,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania assessed as inhibition of parasitemia after 3 days,F32,4.36,inactive,4.36,chloroquine sensitive,CQS,inactive,1,186
CHEMBL2087258,,,398.25,0.0,0.75,21,CO[C@H]1C[C@@H]2N3Cc4cc5c(cc4[C@@]2([C@H](O)C3)[C@@H](O)[C@@H]1Br)OCO5,IC50,'=',62600.0,nM,4.2,,,UO_0000065,0,CHEMBL2089541,organism-based format,,CHEMBL2086324,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania assessed as inhibition of parasitemia after 3 days,F32,4.2,inactive,4.2,chloroquine sensitive,CQS,inactive,1,186
CHEMBL2087268,,,291.3,0.0,-0.29,31,Oc1cc2c(cc1O)[C@@]13C=C[C@@H](O)C[C@@H]1N(C[C@H]3O)C2O,IC50,'=',72100.0,nM,4.14,,,UO_0000065,0,CHEMBL2089541,organism-based format,,CHEMBL2086324,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania assessed as inhibition of parasitemia after 3 days,F32,4.14,inactive,4.14,chloroquine sensitive,CQS,inactive,1,186
CHEMBL2087273,,,653.32,2.0,5.79,36,O=C(O[C@@H]1C=C[C@@]23c4cc5c(cc4CN(C[C@H]2OC(=O)c2ccc(Br)cc2)[C@H]3C1)OCO5)c1ccc(Br)cc1,IC50,'=',3000.0,nM,5.52,,,UO_0000065,0,CHEMBL2089541,organism-based format,,CHEMBL2086324,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania assessed as inhibition of parasitemia after 3 days,F32,5.52,inactive,5.52,chloroquine sensitive,CQS,inactive,1,186
CHEMBL2087274,,,427.5,0.0,2.95,37,CC(C)C(=O)O[C@@H]1C=C[C@@]23c4cc5c(cc4CN(C[C@H]2OC(=O)C(C)C)[C@H]3C1)OCO5,IC50,'=',7000.0,nM,5.16,,,UO_0000065,0,CHEMBL2089541,organism-based format,,CHEMBL2086324,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum F-32 Tanzania assessed as inhibition of parasitemia after 3 days,F32,5.15,inactive,5.15,chloroquine sensitive,CQS,inactive,1,186
CHEMBL56640,,,628.6,2.0,8.7,8,COc1ccc2nc3cc(Cl)ccc3c(NCCCCNCCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)c2c1,IC50,'=',61.0,nM,7.21,,,UO_0000065,0,CHEMBL766047,organism-based format,,CHEMBL1133105,1,Scientific Literature,J Med Chem,,In vitro sensitivity for Plasmodium falciparum FcB1R,FcB1-R,7.21,active,7.21,,,active,1,214
CHEMBL194225,,,452.64,1.0,5.33,2g,COc1cc(NC(C)CCCN2C(=O)[C@H](C(C)C)NC23CCCCCC3)c2ncccc2c1,IC50,'=',8890.0,nM,5.05,,,UO_0000065,0,CHEMBL931781,organism-based format,,CHEMBL1142287,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2,W2,5.05,inactive,5.05,chloroquine resistant,CQR,inactive,1,5923
CHEMBL258555,,,516.65,2.0,8.18,17,c1ccc2[nH]c(-c3ccc(OCCCCCCCOc4ccc(-c5nc6ccccc6[nH]5)cc4)cc3)nc2c1,IC50,'=',230.0,nM,6.64,,,UO_0000065,0,CHEMBL1931806,organism-based format,,CHEMBL1926599,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 assessed as inhibition of [3H]hypoxanthine incorporation incubated for 48 hrs prior to [3H] hypoxanthine addition measured after 24 hrs by liquid scintillation counting,K1,6.64,active,6.64,chloroquine and pyrimethamine resistant,"CQR, PYRR",active,1,5948
CHEMBL3349381,,,434.37,0.0,4.7,4g,C[C@@H]1CC[C@H]2[C@@H](C)C(OC(C(F)(F)F)C(F)(F)F)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',34.0,nM,7.47,,,UO_0000065,0,CHEMBL767002,organism-based format,,CHEMBL1131140,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity for Plasmodium falciparum W-2,W2,7.47,active,7.47,,,active,1,5923
CHEMBL3349378,,,366.38,0.0,3.77,4a,C[C@H]1C(OCC(F)(F)F)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CCC1[C@@]24OO3,IC50,'=',31.0,nM,7.51,,,UO_0000065,0,CHEMBL767002,organism-based format,,CHEMBL1131140,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity for Plasmodium falciparum W-2,W2,7.51,high_potency,7.51,,,elite,1,5923
CHEMBL1821997,,,281.36,0.0,2.52,8,N=C(N)NCCCCc1nccc2c1[nH]c1ccccc12,IC50,'=',6400.0,nM,5.19,,,UO_0000065,0,CHEMBL1826234,organism-based format,,CHEMBL1821712,1,Scientific Literature,J Nat Prod,,Antiparasitic activity against Plasmodium falciparum K1 amastigotes IEF stage forms incubated for 72 hrs by Alamar Blue staining based fluorometric assay,K1,5.19,inactive,5.19,,,inactive,1,5948
CHEMBL1821998,,,267.34,0.0,2.13,9,N=C(N)NCCCc1nccc2c1[nH]c1ccccc12,IC50,'=',7800.0,nM,5.11,,,UO_0000065,0,CHEMBL1826234,organism-based format,,CHEMBL1821712,1,Scientific Literature,J Nat Prod,,Antiparasitic activity against Plasmodium falciparum K1 amastigotes IEF stage forms incubated for 72 hrs by Alamar Blue staining based fluorometric assay,K1,5.11,inactive,5.11,,,inactive,1,5948
CHEMBL464856,,,316.27,0.0,4.73,27,OC(CNC1CCCCCCC1)c1ccc(Cl)c(Cl)c1,IC50,'=',70.0,nM,7.16,,,UO_0000065,0,CHEMBL3373754,organism-based format,,CHEMBL3297665,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against ring stage Plasmodium falciparum 3D7A infected in erythrocytes incubated for 24 hrs prior to [3H]hypoxanthine incorporation measured after 24 hrs,3D7,7.15,active,7.15,,,active,1,7375
CHEMBL428347,,,1023.03,,,20,COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)C(=O)C(CNC(=O)OCC3c4ccccc4-c4ccccc43)NC(=O)OC(C)(C)C)c2c1,IC50,'=',71.0,nM,7.15,,,UO_0000065,0,CHEMBL766047,organism-based format,,CHEMBL1133105,1,Scientific Literature,J Med Chem,,In vitro sensitivity for Plasmodium falciparum FcB1R,FcB1-R,7.15,active,7.15,,,active,1,214
CHEMBL111325,,,318.42,0.0,3.65,12,CC1C2c3ccccc3C(c3ccccc32)C1C(=O)/N=C/N(C)C,IC50,'=',51000.0,nM,4.29,,,UO_0000065,0,CHEMBL759672,organism-based format,,CHEMBL1135512,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against multidrug-resistant Plasmodium falciparum W2 Indochina,W2,4.29,inactive,4.29,multidrug resistant,MDR,inactive,1,5923
CHEMBL2063021,,,607.32,2.0,9.6,20,O=C(/C(=C/c1ccc(Cl)cc1Cl)Oc1ccc(/C=N/Nc2ccnc3cc(Cl)ccc23)cc1)c1ccc(Cl)cc1,IC50,'=',295.42,nM,6.53,,,UO_0000065,0,CHEMBL2066757,organism-based format,,CHEMBL2062381,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum 3D7 after 72 hrs by SYBR Green-I based fluorescence assay,3D7,6.53,active,6.53,chloroquine susceptible,CQS,active,1,7375
CHEMBL3404037,,,360.24,0.0,3.56,7a,NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(Cl)cc2Cl)N1,IC50,'=',1200.0,nM,5.92,,,UO_0000065,0,CHEMBL3406688,assay format,,CHEMBL3400070,1,Scientific Literature,Bioorg Med Chem Lett,,"Antimalarial activity against MRA-150, chloroquine, pyrimethamine, mefloquine-resistant asexual blood stage Plasmodium falciparum Dd2 after 72 hrs by SYBR green assay",Dd2,5.92,inactive,5.92,mra 150 chloroquine pyrimethamine mefloquine resistant,"CQR, PYRR, MEFR",inactive,1,3864
CHEMBL3410329,,,527.41,2.0,4.56,3b,CC(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)C)C(CCC(=O)NO)c1ccc(F)c(F)c1,IC50,'=',29.0,nM,7.54,,,UO_0000065,0,CHEMBL3411606,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of multidrug-resistant Plasmodium falciparum Dd2 incubated for 3 days by HRP2 detection based ELISA method,Dd2,7.54,high_potency,7.54,blood stage forms of multidrug resistant,MDR,elite,2,3864
CHEMBL3404036,,,317.22,0.0,4.71,(+/-)-6a,Clc1ccc(C2NCCc3c2[nH]c2ccccc32)c(Cl)c1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL3406688,assay format,,CHEMBL3400070,1,Scientific Literature,Bioorg Med Chem Lett,,"Antimalarial activity against MRA-150, chloroquine, pyrimethamine, mefloquine-resistant asexual blood stage Plasmodium falciparum Dd2 after 72 hrs by SYBR green assay",Dd2,5.0,inactive,5.0,mra 150 chloroquine pyrimethamine mefloquine resistant,"CQR, PYRR, MEFR",inactive,1,3864
CHEMBL3261932,,,867.15,2.0,8.52,2,C/C=C1/CN2[C@@H](C3=C[C@@H]4[C@@H]5N(C3=O)c3ccccc3[C@@]53CCN5C/C(=C/C)[C@@H]4C[C@H]53)C[C@@]34c5ccccc5N5C6=C7[C@H]8C[C@@H]9N(CC[C@@]9%10c9ccccc9N(C6=C([C@H]1C[C@H]23)[C@H]54)[C@@H]7%10)C/C8=C/C,IC50,'=',600.0,nM,6.22,,,UO_0000065,0,CHEMBL3268229,organism-based format,,CHEMBL3259529,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as growth inhibition by lactate dehydrogenase assay,3D7,6.22,active,6.22,chloroquine sensitive,CQS,active,1,7375
CHEMBL418821,,,346.43,0.0,2.75,36,CN(C)C(=O)C1=C(C(=O)N(C)C)C2c3ccccc3C1c1ccccc12,IC50,'=',36500.0,nM,4.44,,,UO_0000065,0,CHEMBL759672,organism-based format,,CHEMBL1135512,1,Scientific Literature,J Med Chem,,In vitro inhibitory activity against multidrug-resistant Plasmodium falciparum W2 Indochina,W2,4.44,inactive,4.44,multidrug resistant,MDR,inactive,1,5923
CHEMBL3706806,,,513.17,2.0,5.2,15,Clc1ccc2c(NCCCN3CCN(CCCN(CC4CC4)N4CCCCCC4)CC3)ccnc2c1,IC50,'=',13.4,nM,7.87,,,UO_0000065,0,CHEMBL833130,organism-based format,,CHEMBL1140279,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity as growth inhibition of chloroquine-resistant Plasmodium falciparum FcB1,FcB1,7.87,high_potency,7.87,as growth inhibition of chloroquine resistant,CQR,elite,1,748
