Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,Potency_label,Representative_pIC50,Flag Groups,mol_freq,strain_freq
CHEMBL3321970,,,373.26,0.0,2.87,10,Brc1ccc(Nc2nc3ccc(N4CCNCC4)cc3[nH]2)nc1,IC50,'=',39.0,nM,7.41,,,UO_0000065,0,CHEMBL3371904,organism-based format,,CHEMBL3351865,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum NF54 by SYBR-green based assay,NF54,7.41,active,7.41,,2,4725
CHEMBL4874210,,,381.24,0.0,4.6,27,Brc1ccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)cc1,IC50,'=',1600.0,nM,5.8,,,UO_0000065,0,CHEMBL4811093,organism-based format,Erythrocyte,CHEMBL4808251,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition measured after 72 hrs by SYBR green dye based fluorescence analysis,3D7,5.8,inactive,5.8,CQS,1,7375
CHEMBL5310383,,,385.31,0.0,4.18,1797481,Brc1ccc2[nH]c3c(c2c1)CCCC3NC1CCc2[nH]cnc2C1,IC50,'=',1350.0,nM,5.87,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.87,inactive,5.753333,,5,4725
CHEMBL5310383,,,385.31,0.0,4.18,1797481,Brc1ccc2[nH]c3c(c2c1)CCCC3NC1CCc2[nH]cnc2C1,IC50,'=',1740.0,nM,5.76,,,UO_0000065,0,CHEMBL4888491,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 12h",NF54,5.76,inactive,5.753333,,5,4725
CHEMBL5310383,,,385.31,0.0,4.18,1797481,Brc1ccc2[nH]c3c(c2c1)CCCC3NC1CCc2[nH]cnc2C1,IC50,'=',3400.0,nM,5.47,,,UO_0000065,0,CHEMBL4888493,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Re-testing in dose-response curve in 3D7 pLDH assay, at 72h",3D7,5.47,inactive,5.47,,5,7375
CHEMBL5310383,,,385.31,0.0,4.18,1797481,Brc1ccc2[nH]c3c(c2c1)CCCC3NC1CCc2[nH]cnc2C1,IC50,'=',1700.0,nM,5.77,,,UO_0000065,0,CHEMBL4888490,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in Dd2 pLDH assay, at 72h",Dd2,5.77,inactive,5.77,,5,3864
CHEMBL5310383,,,385.31,0.0,4.18,1797481,Brc1ccc2[nH]c3c(c2c1)CCCC3NC1CCc2[nH]cnc2C1,IC50,'=',2340.0,nM,5.63,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.63,inactive,5.753333,,5,4725
CHEMBL601914,,,446.19,1.0,5.0,32,Brc1ccc2[nH]c3c[n+](CCCc4ccccc4)ccc3c2c1,IC50,'=',459.0,nM,6.34,,,UO_0000065,0,CHEMBL1073696,organism-based format,,CHEMBL1157552,1,Scientific Literature,Bioorg Med Chem,,Antiparasitic activity against Plasmodium falciparum K1,K1,6.34,active,6.34,,1,5948
CHEMBL596960,,,468.19,1.0,5.57,33,Brc1ccc2[nH]c3c[n+](Cc4ccc5ccccc5c4)ccc3c2c1,IC50,'=',481.0,nM,6.32,,,UO_0000065,0,CHEMBL1073696,organism-based format,,CHEMBL1157552,1,Scientific Literature,Bioorg Med Chem,,Antiparasitic activity against Plasmodium falciparum K1,K1,6.32,active,6.32,,1,5948
CHEMBL5180720,,,468.19,1.0,5.57,221,Brc1ccc2[nH]c3c[n+](Cc4cccc5ccccc45)ccc3c2c1,IC50,'=',481.0,nM,6.32,,,UO_0000065,0,CHEMBL5097888,organism-based format,,CHEMBL5096184,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1,K1,6.32,active,6.32,,1,5948
CHEMBL609912,,,418.13,0.0,4.42,216,Brc1ccc2[nH]c3c[n+](Cc4ccccc4)ccc3c2c1,IC50,'=',2368.0,nM,5.63,,,UO_0000065,0,CHEMBL5097888,organism-based format,,CHEMBL5096184,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1,K1,5.63,inactive,5.63,,2,5948
CHEMBL1082478,,,414.31,1.0,6.65,4; VU0123773,Brc1ccc2[nH]cc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)c2c1,IC50,'=',2240.0,nM,5.65,,,UO_0000065,0,CHEMBL3875107,cell-based format,,CHEMBL3872286,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive asexual erythrocyte stage of Plasmodium falciparum D6 infected in human type O+ erythrocytes assessed as growth inhibition incubated for 48 hrs by NBT dye based LDH release assay,D6,5.65,inactive,5.65,CQS,1,2297
CHEMBL4164662,,,362.23,1.0,5.63,20,Brc1ccc2[nH]cc(-c3nc4ccccc4c4cc[nH]c34)c2c1,IC50,'=',12302.69,nM,4.91,,,UO_0000065,0,CHEMBL4150190,organism-based format,RBC,CHEMBL4145611,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive blood parasite forms of Plasmodium falciparum 3D7 infected in RBC by SYBR green assay,3D7,4.91,inactive,4.91,CQS,2,7375
CHEMBL4164662,,,362.23,1.0,5.63,20,Brc1ccc2[nH]cc(-c3nc4ccccc4c4cc[nH]c34)c2c1,IC50,'=',12300.0,nM,4.91,,,UO_0000065,0,CHEMBL4150190,organism-based format,RBC,CHEMBL4145611,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive blood parasite forms of Plasmodium falciparum 3D7 infected in RBC by SYBR green assay,3D7,4.91,inactive,4.91,CQS,2,7375
CHEMBL4172545,,,362.23,1.0,5.63,21,Brc1ccc2c(-c3nc4ccccc4c4cc[nH]c34)c[nH]c2c1,IC50,'=',6200.0,nM,5.21,,,UO_0000065,0,CHEMBL4150190,organism-based format,RBC,CHEMBL4145611,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive blood parasite forms of Plasmodium falciparum 3D7 infected in RBC by SYBR green assay,3D7,5.21,inactive,5.21,CQS,1,7375
CHEMBL4169160,,,362.23,1.0,5.63,29,Brc1ccc2c(c1)nc(-c1c[nH]c3ccccc13)c1[nH]ccc12,IC50,'=',7900.0,nM,5.1,,,UO_0000065,0,CHEMBL4150190,organism-based format,RBC,CHEMBL4145611,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive blood parasite forms of Plasmodium falciparum 3D7 infected in RBC by SYBR green assay,3D7,5.1,inactive,5.1,CQS,1,7375
CHEMBL3937498,,,372.27,0.0,4.89,4q,Brc1ccc2cc(OCc3cn(C4CCCC4)nn3)ccc2c1,IC50,'=',27300.0,nM,4.56,,,UO_0000065,0,CHEMBL3869495,cell-based format,,CHEMBL3868603,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against pyrimethamine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes incubated for 50 hrs by SYBR green 1 dye based fluorescence assay,3D7,4.56,inactive,4.56,PYRS,1,7375
CHEMBL4916529,,,453.34,1.0,7.5,1654517,Brc1cccc(-c2ccc(-c3cc(-c4ccccc4)nnc3-c3ccccc3)o2)c1,IC50,'=',6610.0,nM,5.18,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.18,inactive,5.44,,2,4725
CHEMBL4916529,,,453.34,1.0,7.5,1654517,Brc1cccc(-c2ccc(-c3cc(-c4ccccc4)nnc3-c3ccccc3)o2)c1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,0,CHEMBL4888491,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 12h",NF54,5.7,inactive,5.44,,2,4725
CHEMBL1214109,,,487.03,0.0,4.4,11,Brc1cccc(Cn2cc[n+](Cc3cccc(Br)c3)c2)c1,IC50,'=',1050.0,nM,5.98,,,UO_0000065,0,CHEMBL1217341,organism-based format,,CHEMBL1212856,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 by LDH assay,3D7,5.98,inactive,5.98,,1,7375
CHEMBL5311594,,,389.34,0.0,3.51,1797984,Brc1cccc(NCCNC2CCN(Cc3cccnc3)CC2)c1,IC50,'=',3800.0,nM,5.42,,,UO_0000065,0,CHEMBL4888489,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 pLDH assay, at 72h",NF54,5.42,inactive,5.303333,,4,4725
CHEMBL5311594,,,389.34,0.0,3.51,1797984,Brc1cccc(NCCNC2CCN(Cc3cccnc3)CC2)c1,IC50,'=',8510.0,nM,5.07,,,UO_0000065,0,CHEMBL4888491,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 12h",NF54,5.07,inactive,5.303333,,4,4725
CHEMBL5311594,,,389.34,0.0,3.51,1797984,Brc1cccc(NCCNC2CCN(Cc3cccnc3)CC2)c1,IC50,'=',3720.0,nM,5.43,,,UO_0000065,0,CHEMBL4888490,organism-based format,Erythrocyte,CHEMBL5308541,60, Malaria Hit Generation Library,ACS Med Chem Lett,CHEMBL3833281,"Hit confirmation in dose-response curve in Dd2 pLDH assay, at 72h",Dd2,5.43,inactive,5.43,,4,3864
CHEMBL599414,,,468.19,1.0,5.57,39,Brc1cccc2c1[nH]c1c[n+](Cc3ccc4ccccc4c3)ccc12,IC50,'=',502.0,nM,6.3,,,UO_0000065,0,CHEMBL1073696,organism-based format,,CHEMBL1157552,1,Scientific Literature,Bioorg Med Chem,,Antiparasitic activity against Plasmodium falciparum K1,K1,6.3,active,6.3,,1,5948
CHEMBL5203502,,,468.19,1.0,5.57,226,Brc1cccc2c1[nH]c1c[n+](Cc3cccc4ccccc34)ccc12,IC50,'=',502.0,nM,6.3,,,UO_0000065,0,CHEMBL5097888,organism-based format,,CHEMBL5096184,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1,K1,6.3,active,6.3,,1,5948
CHEMBL610496,,,418.13,0.0,4.42,37,Brc1cccc2c1[nH]c1c[n+](Cc3ccccc3)ccc12,IC50,'=',2583.0,nM,5.59,,,UO_0000065,0,CHEMBL1073696,organism-based format,,CHEMBL1157552,1,Scientific Literature,Bioorg Med Chem,,Antiparasitic activity against Plasmodium falciparum K1,K1,5.59,inactive,5.59,,2,5948
CHEMBL610496,,,418.13,0.0,4.42,224,Brc1cccc2c1[nH]c1c[n+](Cc3ccccc3)ccc12,IC50,'=',2583.0,nM,5.59,,,UO_0000065,0,CHEMBL5097888,organism-based format,,CHEMBL5096184,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1,K1,5.59,inactive,5.59,,2,5948
CHEMBL1214111,,,487.03,0.0,4.4,13,Brc1ccccc1Cn1cc[n+](Cc2ccccc2Br)c1,IC50,'=',1400.0,nM,5.85,,,UO_0000065,0,CHEMBL1217341,organism-based format,,CHEMBL1212856,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 by LDH assay,3D7,5.85,inactive,5.85,,1,7375
CHEMBL204432,,,435.33,0.0,4.67,24,Brc1cncc(-c2cc(NCCCn3ccnc3)nc(-c3ccccc3)n2)c1,IC50,'=',440.0,nM,6.36,,,UO_0000065,0,CHEMBL862350,organism-based format,,CHEMBL1138178,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum W2,W2,6.36,active,6.36,,1,5923
CHEMBL3823695,,,377.66,1.0,5.21,15,C#CC(Oc1nc(C(Cl)(Cl)Cl)nc2ccccc12)c1ccccc1,IC50,'=',2400.0,nM,5.62,,,UO_0000065,0,CHEMBL3826384,organism-based format,,CHEMBL3822443,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine/purimethamine/proguanil-resistant Plasmodium falciparum K1 infected in human A+ erythrocytes assessed as reduction in parasitaemia measured after 72 hrs by SYBR Green I fluorescence-based assay,K1,5.62,inactive,5.62,"CQR, PRGR, PUMR",1,5948
CHEMBL5279595,,,375.47,0.0,3.62,26,C#CCCCCCCC(=O)C1C(=O)N(Cc2ccccc2)C12C=CC(=O)C=C2,IC50,'=',7700.0,nM,5.11,,,UO_0000065,0,CHEMBL5230706,organism-based format,,CHEMBL5230095,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7,3D7,5.11,inactive,5.11,,1,7375
CHEMBL5281626,,,519.68,2.0,5.39,30,C#CCCCCCCCCCCCN1C(=O)C(C2(OCC)CCC3(C=CC(=O)C=C3)O2)C12C=CC(=O)C=C2,IC50,'=',1720.0,nM,5.76,,,UO_0000065,0,CHEMBL5230706,organism-based format,,CHEMBL5230095,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7,3D7,5.76,inactive,5.805,,2,7375
CHEMBL5281626,,,519.68,2.0,5.39,31,C#CCCCCCCCCCCCN1C(=O)C(C2(OCC)CCC3(C=CC(=O)C=C3)O2)C12C=CC(=O)C=C2,IC50,'=',1410.0,nM,5.85,,,UO_0000065,0,CHEMBL5230706,organism-based format,,CHEMBL5230095,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7,3D7,5.85,inactive,5.805,,2,7375
CHEMBL4435208,,,433.4,0.0,3.98,1s,C#CCCN(CCCN)CC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,IC50,'=',360.0,nM,6.44,,,UO_0000065,0,CHEMBL4429521,organism-based format,,CHEMBL4428069,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against trophozoite stage of Plasmodium falciparum 3D7 infected-erythrocytes assessed as reduction in Leu efflux after 4 hrs by UPLC method,3D7,6.44,active,6.645,,2,7375
CHEMBL4586469,,,376.3,0.0,3.92,1g,C#CCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,IC50,'=',34.0,nM,7.47,,,UO_0000065,0,CHEMBL4429519,organism-based format,,CHEMBL4428069,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine/mefloquine-sensitive Plasmodium falciparum 3D7 infected-erythrocytes assessed as parasite growth inhibition after 48 to 54 hrs by SYBR green 1-based replication method,3D7,7.47,active,7.38,"CQS, MEFS",2,7375
CHEMBL4586469,,,376.3,0.0,3.92,1g,C#CCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,IC50,'=',51.0,nM,7.29,,,UO_0000065,0,CHEMBL4429521,organism-based format,,CHEMBL4428069,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against trophozoite stage of Plasmodium falciparum 3D7 infected-erythrocytes assessed as reduction in Leu efflux after 4 hrs by UPLC method,3D7,7.29,active,7.38,,2,7375
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,4.0,195.69,0.0,1.75,NCGC00094313-01,C#CCN(C)Cc1ccccc1,IC50,'=',15848.93,nM,4.8,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,4.8,inactive,4.8,,1,5923
CHEMBL4647110,,,296.37,0.0,2.65,4b,C#CCN1C(C(=O)OCC)Cc2c([nH]c3ccccc23)[C@H]1C,IC50,'=',9000.0,nM,5.05,,,UO_0000065,0,CHEMBL4614043,organism-based format,,CHEMBL4613217,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2,W2,5.05,inactive,5.05,CQR,1,5923
CHEMBL1256776,,,398.42,0.0,2.91,"NCGC00094103-01, MRS-1845",C#CCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,5.0,inactive,5.0,,7,7375
CHEMBL1256776,,,398.42,0.0,2.91,"NCGC00094103-01, MRS-1845",C#CCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,IC50,'=',12589.25,nM,4.9,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,4.9,inactive,4.9,,7,1503
CHEMBL1256776,,,398.42,0.0,2.91,"NCGC00094103-01, MRS-1845",C#CCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,IC50,'=',7943.28,nM,5.1,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,GB4,5.1,inactive,5.1,,7,614
CHEMBL1256776,,,398.42,0.0,2.91,"NCGC00094103-01, MRS-1845",C#CCN1C(C)=C(C(=O)OC)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,5.0,inactive,5.0,,7,892
CHEMBL4642401,,,282.34,0.0,2.09,4a,C#CCN1Cc2[nH]c3ccccc3c2CC1C(=O)OCC,IC50,'=',4300.0,nM,5.37,,,UO_0000065,0,CHEMBL4614043,organism-based format,,CHEMBL4613217,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2,W2,5.37,inactive,5.37,CQR,1,5923
CHEMBL3938070,,,247.23,0.0,1.39,18b,C#CCNC(=O)CCP(=O)(OCC)OCC,IC50,'=',20090.0,nM,4.7,,,UO_0000065,0,CHEMBL3863780,cell-based format,,CHEMBL3862027,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in human erythrocytes after 48 hrs by lactate dehydrogenase assay,3D7,4.7,inactive,4.7,,1,7375
CHEMBL4435954,,,362.27,0.0,3.53,1d,C#CCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,IC50,'=',140.0,nM,6.85,,,UO_0000065,0,CHEMBL4429521,organism-based format,,CHEMBL4428069,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against trophozoite stage of Plasmodium falciparum 3D7 infected-erythrocytes assessed as reduction in Leu efflux after 4 hrs by UPLC method,3D7,6.85,active,6.905,,2,7375
CHEMBL5427728,,,216.67,0.0,2.93,107,C#CCNc1ccnc2cc(Cl)ccc12,IC50,'=',377.0,nM,6.42,,,UO_0000065,0,CHEMBL5345226,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as reduction in parasite growth incubated for 48 hrs by SYBR green assay,3D7,6.42,active,6.42,CQS,2,7375
CHEMBL5427728,,,216.67,0.0,2.93,107,C#CCNc1ccnc2cc(Cl)ccc12,IC50,'=',405.0,nM,6.39,,,UO_0000065,0,CHEMBL5345227,organism-based format,,CHEMBL5344418,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against multi-drug resistant Plasmodium falciparum K1 assessed as reduction in parasite growth incubated for 48 hrs by SYBR green assay,K1,6.39,active,6.39,MDR,2,5948
CHEMBL4079205,,,519.64,2.0,5.07,3,C#CCO/N=C1/[C@H]2O[C@]23[C@@]2(C)[C@H](CC[C@@]3(C)[C@@H]1c1ccoc1)[C@@]1(C)C=CC(=O)C(C)(C)[C@@H]1C[C@H]2OC(C)=O,IC50,'=',8400.0,nM,5.08,,,UO_0000065,0,CHEMBL4021395,cell-based format,,CHEMBL4020729,1,Scientific Literature,Eur J Med Chem,,Anti-plasmodial activity against chloroquine-resistant Plasmodium falciparum Dd2 infected in human erythrocytes after 50 hrs by SYBR green dye based fluorescence assay,Dd2,5.08,inactive,5.08,CQR,2,3864
CHEMBL4079205,,,519.64,2.0,5.07,3,C#CCO/N=C1/[C@H]2O[C@]23[C@@]2(C)[C@H](CC[C@@]3(C)[C@@H]1c1ccoc1)[C@@]1(C)C=CC(=O)C(C)(C)[C@@H]1C[C@H]2OC(C)=O,IC50,'=',7000.0,nM,5.16,,,UO_0000065,0,CHEMBL4021394,cell-based format,,CHEMBL4020729,1,Scientific Literature,Eur J Med Chem,,Anti-plasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes after 50 hrs by SYBR green dye based fluorescence assay,3D7,5.15,inactive,5.15,CQS,2,7375
CHEMBL1255649,ARECAIDINE PROPARGYL ESTER HYDROBROMIDE,,260.13,0.0,0.42,NCGC00093626-01,C#CCOC(=O)C1=CCCN(C)C1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,5.0,inactive,5.0,,4,983
