Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,strain_norm
CHEMBL97395,,,594.16,2.0,5.6,24,O=C(CN1CCCCC1)Nc1cc(COC(=O)CCCCN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,IC50,'=',14.1,nM,7.85,,,UO_0000065,0,CHEMBL979955,organism-based format,,CHEMBL1140975,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity after 24 hrs against chloroquine-resistant Plasmodium falciparum FcB1R/Colombia by [3H]hypoxanthine uptake,FcB1-R,7.85,high_potency,7.85,chloroquine resistant,CQR,>=7.5,5,214,FcB1-R
CHEMBL55,PENTAMIDINE,4.0,340.43,0.0,2.88,Pentamidine,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,IC50,'=',58.0,nM,7.24,,,UO_0000065,0,CHEMBL900417,organism-based format,,CHEMBL1138248,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1,K1,7.24,active,7.353,chloroquine resistant,CQR,6.0-7.5,23,5948,K1
CHEMBL3099043,,,458.48,1.0,6.69,13d,Clc1ccc2c(c1)c1cc(Cl)ccc1n2CCCN1CCN(CC2CCCCC2)CC1,IC50,'=',707.0,nM,6.15,,,UO_0000065,0,CHEMBL3100671,organism-based format,,CHEMBL3098117,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against Plasmodium falciparum K1 infected in human RBC after 72 hrs by hypoxanthine incorporation assay in presence of serum albumin,K1,6.15,active,6.15,,,6.0-7.5,1,5948,K1
CHEMBL237333,,,504.03,1.0,4.63,23,Clc1ccc2c(N3CCN(Cc4nc(Cc5ccccc5)c(N5CCOCC5)o4)CC3)ccnc2c1,IC50,'=',520.0,nM,6.28,,,UO_0000065,0,CHEMBL897918,organism-based format,,CHEMBL1149674,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1,K1,6.28,active,6.28,chloroquine resistant,CQR,6.0-7.5,2,5948,K1
CHEMBL2041980,-390048,1.0,393.39,0.0,3.82,15,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,0,CHEMBL2045642,organism-based format,,CHEMBL2040800,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 after 24 hrs by hypoxanthine incorporation assay,K1,7.6,high_potency,7.6,chloroquine resistant,CQR,>=7.5,11,5948,K1
CHEMBL3356382,,,527.72,2.0,7.43,8,c1ccc(Nc2cc3nc4ccccc4n(-c4ccccc4)c-3c/c2=N/CC[C@@H]2CCCN3CCCC[C@H]23)cc1,IC50,'=',180.0,nM,6.75,,,UO_0000065,0,CHEMBL3377298,organism-based format,,CHEMBL3351819,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,D10,6.74,active,6.74,chloroquine sensitive,CQS,6.0-7.5,2,1503,D10
CHEMBL62603,,,681.07,2.0,10.75,6a,CCN(CC)CCCC(C)Nc1cc(CCCCCCCCc2cc(NC(C)CCCN(CC)CC)c3ccccc3n2)nc2ccccc12,IC50,'=',25.0,nM,7.6,,,UO_0000065,0,CHEMBL763681,organism-based format,,CHEMBL1133897,1,Scientific Literature,Bioorg Med Chem Lett,,Growth inhibition of chloroquine-resistant Plasmodium falciparum KI,K1,7.6,high_potency,7.6,growth inhibition of chloroquine resistant,CQR,>=7.5,3,5948,K1
CHEMBL1830991,,,431.97,1.0,6.14,11,COc1ccc(CN(C)Cc2cccc(CNc3ccnc4cc(Cl)ccc34)c2)cc1,IC50,'=',91.0,nM,7.04,,,UO_0000065,0,CHEMBL1831540,organism-based format,,CHEMBL1828581,1,Scientific Literature,J Med Chem,,Antimalarial activity against erythrocyte stages of chloroquine-sensitive Plasmodium falciparum D10 infected in human erythrocytes by lactate dehydrogenase assay,D10,7.04,active,7.04,erythrocyte stages of chloroquine sensitive,CQS,6.0-7.5,2,1503,D10
CHEMBL1830991,,,431.97,1.0,6.14,11,COc1ccc(CN(C)Cc2cccc(CNc3ccnc4cc(Cl)ccc34)c2)cc1,IC50,'=',120.0,nM,6.92,,,UO_0000065,0,CHEMBL1831541,organism-based format,,CHEMBL1828581,1,Scientific Literature,J Med Chem,,Antimalarial activity against erythrocyte stages of chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes by lactate dehydrogenase assay,K1,6.92,active,6.92,erythrocyte stages of chloroquine resistant,CQR,6.0-7.5,2,5948,K1
CHEMBL5189097,,,549.76,2.0,6.46,29,C=C[C@H]1CN2CCc3c([nH]c4c([C@@H]5CCCN5C)c(O)ccc34)[C@@H]2C[C@@H]1CC1c2[nH]c3ccccc3c2CCN1C,IC50,'<',500.0,nM,,,,UO_0000065,0,CHEMBL5097876,organism-based format,,CHEMBL5096184,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine resistant Plasmodium falciparum FCB1-R/Colombia,FcB1-R,6.3,active,6.3,chloroquine resistant,CQR,6.0-7.5,3,214,FcB1-R
CHEMBL4798032,,,427.43,0.0,3.46,UCT943,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,IC50,'=',4.7,nM,8.33,,,UO_0000065,0,CHEMBL5104427,organism-based format,,CHEMBL5104092,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1,K1,8.33,high_potency,8.305,,,>=7.5,4,5948,K1
CHEMBL290585,,,447.56,0.0,4.47,7q,Nc1ccc2c(Nc3ccc(S(=O)(=O)N4CCCCC4)cc3)c3ccc(N)cc3nc2c1,IC50,'=',1400.0,nM,5.85,,,UO_0000065,0,CHEMBL762989,organism-based format,,CHEMBL1127825,1,Scientific Literature,J Med Chem,,Inhibitory concentration IC50 against Plasmodium falciparum K1 by [3H]hypoxanthine uptake over 24 hr,K1,5.85,inactive,5.85,,,5.0-6.0,1,5948,K1
CHEMBL2041986,,,411.48,0.0,2.12,21,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3cccc(C(=O)NCCO)c3)c2)cc1,IC50,'=',634.0,nM,6.2,,,UO_0000065,0,CHEMBL2045642,organism-based format,,CHEMBL2040800,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 after 24 hrs by hypoxanthine incorporation assay,K1,6.2,active,6.2,chloroquine resistant,CQR,6.0-7.5,2,5948,K1
CHEMBL273018,,,317.36,0.0,1.77,19g,N=C(N)c1ccc(-c2ccc(-c3cnc(C(=N)N)cn3)cn2)cc1,IC50,'=',5.7,nM,8.24,,,UO_0000065,0,CHEMBL1073225,organism-based format,,CHEMBL1152566,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1,K1,8.24,high_potency,8.24,,,>=7.5,1,5948,K1
CHEMBL608725,,,368.91,0.0,4.15,6,CN(C)Cc1ccccc1CNCCNc1ccnc2cc(Cl)ccc12,IC50,'=',9.8,nM,8.01,,,UO_0000065,0,CHEMBL1065893,organism-based format,,CHEMBL1159040,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human O+ erythrocytes by parasite LDH assay,K1,8.01,high_potency,8.01,chloroquine resistant,CQR,>=7.5,2,5948,K1
CHEMBL1255659,,,175.14,0.0,2.19,NCGC00094193-01,O=Nc1ccc2oc(=O)ccc2c1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,5.0,inactive,5.0,,,<=5.0,6,1503,D10
CHEMBL99170,,,243.35,0.0,2.99,19,CCN(CC)CCNc1ccnc2ccccc12,IC50,'=',799.0,nM,6.1,,,UO_0000065,0,CHEMBL765487,organism-based format,,CHEMBL1133112,1,Scientific Literature,J Med Chem,,In vitro antiplasmodial activity against Plasmodium falciparum D10,D10,6.1,active,6.013333,,,6.0-7.5,3,1503,D10
CHEMBL295589,,,1001.85,,,36,O=C(CNCC(=O)N1CCN(c2ccnc3cc(Cl)ccc23)CCN(c2ccnc3cc(Cl)ccc23)CC1)N1CCN(c2ccnc3cc(Cl)ccc23)CCN(c2ccnc3cc(Cl)ccc23)CC1,IC50,'=',102.6,nM,6.99,,,UO_0000065,0,CHEMBL754073,organism-based format,,CHEMBL1134480,1,Scientific Literature,J Med Chem,,In vitro growth inhibition of Plasmodium falciparum FcB1R,FcB1-R,6.99,active,6.99,,,6.0-7.5,1,214,FcB1-R
CHEMBL501867,VINCRISTINE SULFATE,4.0,923.05,2.0,3.52,NCGC00094455-01,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,IC50,'=',199.53,nM,6.7,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,6.7,active,6.7,,,6.0-7.5,7,1503,D10
CHEMBL198195,,,184.26,0.0,1.8,21a,C=CCC1(C)C(=O)SC(C)C1=O,IC50,'=',62000.0,nM,4.21,,,UO_0000065,0,CHEMBL884197,organism-based format,,CHEMBL1141084,1,Scientific Literature,J Med Chem,,"In vitro inhibitory concentration against chloroquine-resistant, pyrimethamine-resistant Plasmodium falciparum K1",K1,4.21,inactive,4.21,chloroquine resistant,CQR,<=5.0,1,5948,K1
CHEMBL242290,,,514.16,2.0,5.56,5c',O=C(CCCC1CCCCC1)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1,IC50,'=',272.0,nM,6.57,,,UO_0000065,0,CHEMBL891232,organism-based format,,CHEMBL1147171,1,Scientific Literature,Bioorg Med Chem,,"Antiparasitic activity against chloroquine, pyrimethamine-resistant Plasmodium falciparum K1 in erythrocytes by [3H]hypoxanthine uptake",K1,6.57,active,6.57,chloroquine pyrimethamine resistant,"CQR, PYRR",6.0-7.5,2,5948,K1
CHEMBL585,TRIAMTERENE,4.0,253.27,0.0,0.83,"NCGC00023458-04, 12",Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,IC50,'=',69472.0,nM,4.16,,,UO_0000065,0,CHEMBL1267274,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum DAN after 72 hrs by SYBR green assay,DAN,4.16,inactive,4.16,,,<=5.0,45,3,DAN
CHEMBL25236,BP-897,,417.55,0.0,4.18,"NCGC00093649-01, BP-897",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,5.2,inactive,5.2,,,5.0-6.0,7,1503,D10
CHEMBL1171067,CHRYSOPENTAMINE,,596.18,2.0,5.75,57,C=Cc1c[n+]2c(c(O)c1C[C@H]1c3[nH]c4ccccc4c3CCN1C)-c1[nH]c3c([C@H]4CCCN4C)c(O)ccc3c1CC2,IC50,'=',500.0,nM,6.3,,,UO_0000065,0,CHEMBL1177562,organism-based format,,CHEMBL1177693,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum FCB1-R,FcB1-R,6.3,active,6.3,,,6.0-7.5,3,214,FcB1-R
CHEMBL389921,,,359.9,0.0,3.59,basic blue,CCN(CC)c1ccc2nc3ccc(N(CC)CC)cc3[o+]c2c1,IC50,'=',3.0,nM,8.52,,,UO_0000065,0,CHEMBL1001817,organism-based format,,CHEMBL1150378,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,8.52,high_potency,8.52,chloroquine and pyrimethamine resistant,"CQR, PYRR",>=7.5,1,5948,K1
CHEMBL428080,,,405.03,1.0,5.16,6a,CCN(CC)CCCN(CCCN(CC)CC)c1ccnc2cc(Cl)ccc12,IC50,'=',186.0,nM,6.73,,,UO_0000065,0,CHEMBL928293,organism-based format,,CHEMBL1144696,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum FCB after 72 hrs by SYBR green 1 assay,FCB,6.73,active,6.73,chloroquine resistant,CQR,6.0-7.5,4,56,FCB
CHEMBL4093861,,,290.39,0.0,2.73,69,C[C@@H]1CN(C(=O)c2sc3ccccc3c2N)C[C@H](C)O1,IC50,'=',8761.0,nM,5.06,,,UO_0000065,0,CHEMBL3999123,assay format,,CHEMBL3997803,1,Scientific Literature,J Med Chem,,Anti-parasitic activity against CQ-sensitive Plasmodium falciparum D10 assessed as growth inhibition by measuring increase in LDH release after 72 hrs by spectrophotometric method,D10,5.06,inactive,5.06,cq sensitive,CQS,5.0-6.0,1,1503,D10
CHEMBL335121,,,468.4,1.0,7.93,7b,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccc(Cl)cc2)c1F,IC50,'=',101.3,nM,6.99,,,UO_0000065,0,CHEMBL762017,organism-based format,,CHEMBL1129934,1,Scientific Literature,J Med Chem,,In vitro inhibition of chloroquine-resistant Plasmodium falciparum K1,K1,6.99,active,7.075,in vitro inhibition of chloroquine resistant,CQR,6.0-7.5,3,5948,K1
CHEMBL4104032,,,491.65,0.0,3.92,8,NCCS(=O)(=O)CCOc1ccc([C@H]2CC[C@]3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,IC50,'=',2.0,nM,8.7,,,UO_0000065,0,CHEMBL4008052,assay format,,CHEMBL4007393,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 assessed as reduction in [3H]-hypoxanthine incorporation preincubated for 24 hrs followed by [3H]-hypoxanthine addition measured after 18 hrs by liquid scintillation counting,K1,8.7,high_potency,8.7,chloroquine resistant,CQR,>=7.5,2,5948,K1
CHEMBL488145,,,308.88,0.0,4.71,17,CCN(CC)CCCSc1ccnc2cc(Cl)ccc12,IC50,'=',1610.0,nM,5.79,,,UO_0000065,0,CHEMBL954850,organism-based format,,CHEMBL1150767,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum FCB after 72 hrs by SYBR green assay,FCB,5.79,inactive,5.79,chloroquine resistant,CQR,5.0-6.0,4,56,FCB
CHEMBL293915,,,592.75,2.0,5.23,4c,COc1ccc2c(c1)nc(NCCCN1CCN(CCCNc3nc4cc(OC)ccc4n4cccc34)CC1)c1cccn12,IC50,'=',80.0,nM,7.1,,,UO_0000065,0,CHEMBL767000,organism-based format,,CHEMBL1149143,1,Scientific Literature,J Med Chem,,In vitro antimalarial activity against Plasmodium falciparum K1,K1,7.1,active,7.1,,,6.0-7.5,3,5948,K1
CHEMBL474304,,,316.84,0.0,4.49,12,Cc1nc(-c2ccccn2)nc(NCC2CCCCC2)c1Cl,IC50,'=',2400.0,nM,5.62,,,UO_0000065,0,CHEMBL1030595,organism-based format,,CHEMBL1149084,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1,K1,5.62,inactive,5.62,chloroquine resistant,CQR,5.0-6.0,1,5948,K1
CHEMBL4213194,,,453.47,0.0,4.53,48,CN1CCN(c2ccc(Nc3cc4[nH]c(-c5cccc(C(F)(F)F)c5)nc4cn3)nc2)CC1,IC50,'=',66.0,nM,7.18,,,UO_0000065,0,CHEMBL4189352,organism-based format,,CHEMBL4184318,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1,K1,7.18,active,7.18,multidrug resistant,MDR,6.0-7.5,2,5948,K1
CHEMBL3759379,,,543.5,2.0,7.27,8,Cc1ccc(NCC(O)(c2ccc(Cl)cc2)c2nnn(Cc3ccccc3)c2-c2ccc(Cl)cc2)cc1C,IC50,'=',3180.0,nM,5.5,,,UO_0000065,0,CHEMBL3760350,organism-based format,,CHEMBL3758173,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine resistant Plasmodium falciparum K1 infected in human erythrocytes incubated for 72 hrs by SYBR Green1-based fluorescence analysis,K1,5.5,inactive,5.5,chloroquine resistant,CQR,5.0-6.0,2,5948,K1
CHEMBL3759413,,,565.5,2.0,7.8,6,OC(CNc1cccc2ccccc12)(c1ccc(Cl)cc1)c1nnn(Cc2ccccc2)c1-c1ccc(Cl)cc1,IC50,'=',1230.0,nM,5.91,,,UO_0000065,0,CHEMBL3760350,organism-based format,,CHEMBL3758173,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine resistant Plasmodium falciparum K1 infected in human erythrocytes incubated for 72 hrs by SYBR Green1-based fluorescence analysis,K1,5.91,inactive,5.91,chloroquine resistant,CQR,5.0-6.0,2,5948,K1
CHEMBL3401418,,,425.83,1.0,5.32,6a,CN(C)C12CCNC(C(c3ccc(Cl)cc3)C1)C(c1ccc(Cl)cc1)C2,IC50,'=',410.0,nM,6.39,,,UO_0000065,0,CHEMBL3407061,organism-based format,,CHEMBL3400138,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine and pyrimethamine resistant Plasmodium falciparum K1 infected in human red blood cells assessed as reduction in parasite viability after 48 hrs by [3H]-hypoxanthine incorporation assay,K1,6.39,active,6.39,chloroquine and pyrimethamine resistant,"CQR, PYRR",6.0-7.5,1,5948,K1
CHEMBL3093727,,,700.87,2.0,5.9,6,O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCCNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,IC50,'=',8.9,nM,8.05,,,UO_0000065,0,CHEMBL3097008,organism-based format,,CHEMBL3091350,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 assessed as parasite growth inhibition after 48 hrs by SYBR green-1 dye-based fluorescence assay,K1,8.05,high_potency,8.05,chloroquine resistant,CQR,>=7.5,2,5948,K1
CHEMBL8,CIPROFLOXACIN,4.0,331.35,0.0,1.58,CLP,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,'=',32000.0,nM,4.5,,,UO_0000065,0,CHEMBL5244549,organism-based format,,CHEMBL5244209,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against synchronized Plasmodium falciparum K1,K1,4.49,inactive,4.455,,,<=5.0,32,5948,K1
CHEMBL2435771,,,755.01,2.0,8.41,23,CC(C)(C)OC(=O)N(CCCCCCCCCCCCN(CCCNC(=O)c1ccccc1O)C(=O)OC(C)(C)C)CCCNC(=O)c1ccccc1O,IC50,'=',500.0,nM,6.3,,,UO_0000065,0,CHEMBL2439547,organism-based format,,CHEMBL2434856,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against erythrocytic stage of chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,6.3,active,6.3,erythrocytic stage of chloroquine and pyrimethamine resistant,"CQR, PYRR",6.0-7.5,1,5948,K1
CHEMBL1928418,,,516.65,2.0,8.18,27,c1cc(OCCCCCCCOc2cccc(-c3nc4ccccc4[nH]3)c2)cc(-c2nc3ccccc3[nH]2)c1,IC50,'=',410.0,nM,6.39,,,UO_0000065,0,CHEMBL1931806,organism-based format,,CHEMBL1926599,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 assessed as inhibition of [3H]hypoxanthine incorporation incubated for 48 hrs prior to [3H] hypoxanthine addition measured after 24 hrs by liquid scintillation counting,K1,6.39,active,6.39,chloroquine and pyrimethamine resistant,"CQR, PYRR",6.0-7.5,1,5948,K1
CHEMBL1224131,,,417.64,0.0,4.72,19a,CN(C)C12CC(NCCN3CCCC3)C(C(c3ccccc3)C1)C(c1ccccc1)C2,IC50,'=',1060.0,nM,5.97,,,UO_0000065,0,CHEMBL1226106,organism-based format,,CHEMBL1221362,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 infected in human blood by [3H]hypoxanthine incorporation assay,K1,5.97,inactive,5.97,,,5.0-6.0,1,5948,K1
CHEMBL3809757,,,473.61,1.0,6.15,31,CCCCCCCCCCOc1cc2c(=O)c(C(=O)OCC)cn(C(=O)CC)c2cc1OCC,IC50,'=',48.9,nM,7.31,,,UO_0000065,0,CHEMBL3812850,organism-based format,,CHEMBL3808317,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against multidrug resistant Plasmodium falciparum K1 infected in human erythrocytes assessed as inhibition of parasite proliferation after 96 hrs by SYBR Green I fluorescence based assay,K1,7.31,active,7.31,multidrug resistant,MDR,6.0-7.5,3,5948,K1
